Date,Quantile_0.025,Quantile_0.25,Quantile_0.5,Quantile_0.75,Quantile_0.975,Median,Mean,Std,Min,Max,Region,District,Day,Month,Year
2020-04-10,0.01951229232363403,0.03848518058657646,0.0946783497929573,0.31011057645082474,0.7967404082417487,0.09467835,0.20196764,0.22270353,0.0069676274,0.99207544,Khulna,Bagerhat,10,4,2020
2017-05-13,0.017605176102370022,0.0414531584829092,0.08448029682040215,0.2508258670568466,0.7827279299497604,0.0844803,0.1859483,0.21510036,0.006502538,0.9906194,Khulna,Bagerhat,13,5,2017
2018-06-22,0.010954788327217102,0.04195812810212374,0.12662231177091599,0.360705241560936,0.7922942548990242,0.12662232,0.22652276,0.23305686,0.0036027795,0.987369,Khulna,Bagerhat,22,6,2018
2017-01-21,0.024693802930414677,0.0488163186237216,0.10686048492789268,0.24028858169913292,0.749871078133583,0.10686049,0.18365106,0.19507322,0.010393934,0.9943455,Khulna,Bagerhat,21,1,2017
2020-03-09,0.022515091253444555,0.04481522738933563,0.09999069198966026,0.23348063603043556,0.7040275573730466,0.099990696,0.1727293,0.1836402,0.0068038213,0.9949626,Khulna,Bagerhat,9,3,2020
2018-01-13,0.028682588320225477,0.05445143673568964,0.10508600622415543,0.2628457769751549,0.7465920507907867,0.105086006,0.19284093,0.20012787,0.010415301,0.9954354,Khulna,Bagerhat,13,1,2018
2020-05-20,0.015337526891380548,0.03163706045597792,0.04749244451522827,0.06756955198943615,0.12493196111172422,0.047492445,0.05315224,0.029761601,0.007237329,0.382079,Chittagong,Bandarban,20,5,2020
2017-04-03,0.02158424714580178,0.03456584922969341,0.04590906761586666,0.06321914494037628,0.11152964383363713,0.04590907,0.051764626,0.02461122,0.008268903,0.29242253,Chittagong,Bandarban,3,4,2017
2019-05-21,0.013925971952266991,0.024671774823218584,0.035649582743644714,0.05170904751867056,0.11366960965096946,0.035649583,0.042490195,0.027096841,0.005547294,0.37945077,Chittagong,Bandarban,21,5,2019
2018-08-09,0.00684193626511842,0.013024476589635015,0.017743154428899288,0.025176994036883116,0.07479333765804756,0.017743155,0.022644538,0.018679349,0.0030063658,0.28333646,Chittagong,Bandarban,9,8,2018
2017-06-14,0.00449896005447954,0.008718457072973251,0.012128122616559267,0.017030236776918173,0.0421243716031312,0.012128122,0.0146544,0.011102581,0.0023072998,0.1679068,Chittagong,Bandarban,14,6,2017
2018-11-21,0.01068059322424233,0.018219389021396637,0.023616681806743145,0.02997293882071972,0.06790637429803609,0.023616683,0.02673067,0.016545273,0.0065122214,0.28157166,Chittagong,Bandarban,21,11,2018
2020-02-14,0.06124265473335981,0.08660999312996864,0.10411051660776138,0.12385635264217854,0.1803670343011615,0.10411052,0.10787979,0.030862637,0.040005594,0.35295552,Chittagong,Bandarban,14,2,2020
2017-10-28,0.010331832617521287,0.015406085178256035,0.019416339695453644,0.025447328574955463,0.0679704960435628,0.01941634,0.023498049,0.01719574,0.0068168715,0.29367033,Chittagong,Bandarban,28,10,2017
2020-07-31,0.008507824596017599,0.014544707024469972,0.019339674152433872,0.02679856400936842,0.0798836082220077,0.019339673,0.024580175,0.020135356,0.003958884,0.36953723,Chittagong,Bandarban,31,7,2020
2019-01-29,0.06376169491559266,0.09910163469612598,0.11955956369638443,0.14255442470312119,0.20450260043144214,0.11955956,0.12309857,0.036161967,0.031683914,0.37653798,Chittagong,Bandarban,29,1,2019
2019-07-16,0.003377612598706037,0.006330322823487222,0.009155369829386473,0.013628227403387427,0.047332984302192876,0.00915537,0.012656624,0.012365456,0.0015443257,0.18036418,Chittagong,Bandarban,16,7,2019
2018-11-13,0.008569221338257193,0.015397010836750269,0.020150956697762012,0.02658678963780403,0.061801134981214985,0.020150956,0.02355034,0.015665956,0.0034426178,0.27572042,Chittagong,Bandarban,13,11,2018
2017-09-26,0.00819360208697617,0.013272529002279043,0.017591463401913643,0.02375762676820159,0.06528623756021258,0.017591463,0.021788007,0.017084679,0.004422313,0.26154208,Chittagong,Bandarban,26,9,2017
2018-10-12,0.006104328588116914,0.011555532459169626,0.01543140783905983,0.021425345912575722,0.06895452737808204,0.015431408,0.01986761,0.017890252,0.0029936298,0.27864695,Chittagong,Bandarban,12,10,2018
2017-04-19,0.018732199259102345,0.03067779913544655,0.04140065424144268,0.056022174656391144,0.11018983982503383,0.041400656,0.047118895,0.02604555,0.009392399,0.37246707,Chittagong,Bandarban,19,4,2017
2018-04-27,0.023676222981885077,0.052071431651711464,0.0800955519080162,0.11845152266323566,0.21933191753923845,0.08009555,0.09120212,0.052691482,0.010618853,0.53149444,Chittagong,Bandarban,27,4,2018
2017-12-15,0.021839933935552835,0.033609164878726006,0.04140872694551945,0.05082797538489103,0.08818196039646851,0.041408725,0.044548362,0.01827292,0.014719254,0.31592172,Chittagong,Bandarban,15,12,2017
2018-06-14,0.002227121952455491,0.005628622602671385,0.008349387906491756,0.012819368857890368,0.04742105901241271,0.008349388,0.011842802,0.013092358,0.00067379355,0.21637014,Chittagong,Bandarban,14,6,2018
2019-06-22,0.005239113722927869,0.009842608124017715,0.01348385727033019,0.01857123477384448,0.041699062008410656,0.013483858,0.01580689,0.010078866,0.0017763823,0.14236099,Chittagong,Bandarban,22,6,2019
2018-05-05,0.016662394115701317,0.03464488498866558,0.053070416674017906,0.0802988763898611,0.15489645302295668,0.05307042,0.061954204,0.03742723,0.008244975,0.37809128,Chittagong,Bandarban,5,5,2018
2019-12-23,0.03746187202632427,0.05728593375533819,0.07208182662725449,0.08739660307765007,0.13195933774113655,0.07208183,0.07461391,0.02494166,0.021621611,0.3302145,Chittagong,Bandarban,23,12,2019
2018-01-29,0.06269543338567019,0.08896750584244728,0.10422859713435173,0.12176261842250824,0.1701602827757596,0.1042286,0.1071635,0.02761636,0.03822778,0.36025137,Chittagong,Bandarban,29,1,2018
2020-06-05,0.005970097193494439,0.01155874878168106,0.016653206199407578,0.02413185592740774,0.052140640094876255,0.016653206,0.019794792,0.0129137905,0.0031177786,0.17741863,Chittagong,Bandarban,5,6,2020
2019-07-24,0.003309361753053963,0.006502985837869346,0.009530833456665277,0.015131771331652999,0.06172351129353042,0.009530833,0.014501062,0.01577449,0.0018849031,0.24058357,Chittagong,Bandarban,24,7,2019
2020-11-12,0.011338849714957178,0.01729389512911439,0.02189990784972906,0.027813057880848646,0.062370514124631474,0.021899909,0.025057463,0.014527784,0.0058310614,0.22110292,Chittagong,Bandarban,12,11,2020
2018-06-30,0.004198543133679777,0.00834248005412519,0.01203667325899005,0.017422702629119158,0.04615017008036375,0.012036674,0.0149551835,0.011924766,0.0011243155,0.19856656,Chittagong,Bandarban,30,6,2018
2019-10-28,0.009485135599970818,0.014171267161145806,0.017744471319019794,0.02223883755505085,0.060765954386442875,0.01774447,0.020943113,0.015056172,0.005507391,0.24909829,Chittagong,Bandarban,28,10,2019
2017-02-22,0.06466748863458634,0.10761943645775318,0.1353830024600029,0.16717498376965523,0.23799920864403248,0.13538301,0.13950117,0.045721415,0.03620544,0.48537898,Chittagong,Bandarban,22,2,2017
2019-11-29,0.021681937994435428,0.03965539112687111,0.0490658450871706,0.05969644710421562,0.10166742354631424,0.049065843,0.051432464,0.020097284,0.010545183,0.26643077,Chittagong,Bandarban,29,11,2019
2017-11-21,0.009845230402424932,0.01831901166588068,0.024128463119268417,0.031093806494027376,0.07213500589132285,0.024128463,0.027317163,0.017098734,0.005047454,0.27364612,Chittagong,Bandarban,21,11,2017
2017-11-29,0.013048481778241694,0.021676466800272465,0.02744920551776886,0.03470940049737692,0.07326148245483632,0.027449206,0.03063873,0.016632652,0.008054689,0.24500103,Chittagong,Bandarban,29,11,2017
2020-09-01,0.0077479758998379115,0.013789626536890864,0.018489164300262928,0.02517233043909073,0.061505404580384476,0.018489163,0.0219706,0.014525962,0.0036530625,0.21677092,Chittagong,Bandarban,1,9,2020
2020-01-13,0.04833693988621235,0.06559938006103039,0.07749902829527855,0.09064047038555145,0.14492484293878077,0.07749903,0.08124071,0.024179788,0.034194354,0.32215568,Chittagong,Bandarban,13,1,2020
2017-02-06,0.05805836161598563,0.08672641031444073,0.10516401380300522,0.1255020946264267,0.18310455977916706,0.105164014,0.10881853,0.032710087,0.041917328,0.36644846,Chittagong,Bandarban,6,2,2017
2019-12-07,0.03030004119500518,0.045369976200163364,0.055532846599817276,0.06676105596125126,0.10845252573490123,0.055532847,0.058365192,0.020703586,0.019543566,0.3086418,Chittagong,Bandarban,7,12,2019
2017-03-02,0.07050491962581873,0.11484353989362717,0.14515525102615356,0.18082091957330704,0.2640600867569446,0.14515525,0.15050513,0.050472654,0.037971873,0.5055553,Chittagong,Bandarban,2,3,2017
2020-01-29,0.04168468881398439,0.05643818899989128,0.06687645614147186,0.08217397704720497,0.12383459657430647,0.066876456,0.0714305,0.021934735,0.029339103,0.2904172,Chittagong,Bandarban,29,1,2020
2018-09-26,0.007598437706474215,0.012276723049581051,0.016249828971922398,0.02218357566744089,0.06261393912136537,0.016249828,0.02034541,0.016977377,0.0047749914,0.27832353,Chittagong,Bandarban,26,9,2018
2019-03-26,0.04576024115085602,0.08421781472861767,0.11692431941628456,0.15450720116496086,0.2543847851455211,0.116924316,0.124415345,0.054123588,0.026058078,0.4849176,Chittagong,Bandarban,26,3,2019
2018-03-18,0.06873708013445139,0.12053527683019638,0.15375608205795288,0.19082867354154587,0.28801198303699466,0.15375608,0.15933019,0.056986522,0.03686845,0.7038534,Chittagong,Bandarban,18,3,2018
2018-12-07,0.010927231214009226,0.020366058219224215,0.02685308549553156,0.03404564689844847,0.07244505994021892,0.026853085,0.029840637,0.016669387,0.0052240836,0.24801907,Chittagong,Bandarban,7,12,2018
2017-07-16,0.005739203665871173,0.009334823582321405,0.012429900001734495,0.01756774540990591,0.05439320523291823,0.0124299005,0.016212478,0.013789279,0.0022488486,0.23039187,Chittagong,Bandarban,16,7,2017
2017-10-12,0.00725318577606231,0.011970443651080132,0.01577728148549795,0.021366907749325037,0.06282301992177908,0.015777282,0.019688135,0.01699293,0.0039196834,0.27699316,Chittagong,Bandarban,12,10,2017
2020-11-20,0.012835893919691444,0.022011302411556244,0.028822511434555054,0.03688797540962696,0.07259741257876144,0.028822511,0.031538915,0.015898522,0.007830575,0.22412188,Chittagong,Bandarban,20,11,2020
2018-08-25,0.0042105634813196955,0.010343475732952356,0.016439711675047874,0.02490269299596548,0.06853751614689822,0.016439712,0.02100707,0.019168979,0.0016827871,0.273754,Chittagong,Bandarban,25,8,2018
2017-01-29,0.05519895171746612,0.07590271346271038,0.08926708623766899,0.10385201685130596,0.15109318159520618,0.08926709,0.092321336,0.024593653,0.038679224,0.30282408,Chittagong,Bandarban,29,1,2017
2017-10-20,0.008947981265373528,0.013984090182930231,0.017914467491209507,0.023568646516650915,0.07194796130061143,0.017914467,0.022344282,0.018975725,0.0036110997,0.34723964,Chittagong,Bandarban,20,10,2017
2019-07-08,0.004229322134051472,0.008059487445279956,0.011466179974377155,0.01683080429211259,0.05021058088168496,0.01146618,0.0149306245,0.012889422,0.0013806589,0.21806355,Chittagong,Bandarban,8,7,2019
2020-03-01,0.06007706457749009,0.09252005442976952,0.11508052423596382,0.1420743465423584,0.20587962493300432,0.11508052,0.11999472,0.038566604,0.04070464,0.41482928,Chittagong,Bandarban,1,3,2020
2019-10-20,0.008273276826366782,0.01326888776384294,0.017365140840411186,0.02301257522776723,0.0640934418886895,0.01736514,0.02113317,0.016841475,0.004144596,0.28221348,Chittagong,Bandarban,20,10,2019
2019-10-12,0.008139406237751246,0.01232441607862711,0.015332716051489115,0.020053834654390812,0.06467684023082251,0.015332716,0.019542415,0.017707236,0.0042090574,0.3716237,Chittagong,Bandarban,12,10,2019
2017-06-06,0.006877528026234358,0.011125558521598577,0.014595273416489363,0.01953848358243704,0.04282224681228371,0.014595274,0.016987775,0.010649628,0.0037076597,0.23299856,Chittagong,Bandarban,6,6,2017
2020-12-06,0.017838645493611693,0.028597837779670954,0.03649553842842579,0.04549271147698164,0.08613839913159599,0.036495537,0.03951783,0.01774072,0.007821962,0.267765,Chittagong,Bandarban,6,12,2020
2017-10-04,0.007130121637601405,0.01152017549611628,0.014922399073839188,0.020276051480323076,0.056680012214928834,0.014922399,0.018593924,0.015585984,0.0034901977,0.29168355,Chittagong,Bandarban,4,10,2017
2020-02-22,0.06643904130905867,0.09331007674336433,0.11153487861156464,0.13188069313764572,0.18506935723125933,0.11153488,0.11485005,0.031100094,0.042964816,0.33380288,Chittagong,Bandarban,22,2,2020
2020-04-18,0.07514948807656766,0.15773088112473488,0.23214083164930344,0.3141091391444206,0.4774251259863376,0.23214084,0.24330656,0.108183496,0.031101128,0.7610017,Chittagong,Bandarban,18,4,2020
2020-10-11,0.007204590050969273,0.012304930947721004,0.016040286049246788,0.021039750892668962,0.04343979032710194,0.016040286,0.018195255,0.010339938,0.0033535983,0.18726236,Chittagong,Bandarban,11,10,2020
2017-01-05,0.03982428964227438,0.05723161529749632,0.06669173389673233,0.07713259570300579,0.11697083655744782,0.066691734,0.069081925,0.019672431,0.018157374,0.2896465,Chittagong,Bandarban,5,1,2017
2017-09-18,0.006774416193366051,0.012831928208470345,0.01739815343171358,0.024220162071287632,0.06602831464260814,0.017398153,0.021570815,0.017648438,0.0025329995,0.28580892,Chittagong,Bandarban,18,9,2017
2019-12-15,0.033692341297864914,0.0505288066342473,0.06156805530190468,0.07345873862504959,0.1127302709966898,0.061568055,0.06397997,0.020859612,0.019812126,0.31580725,Chittagong,Bandarban,15,12,2019
2018-10-20,0.008586733741685748,0.013706950703635812,0.017920742742717266,0.023305191192775965,0.06338095664977977,0.017920744,0.021449385,0.015743857,0.0043727397,0.2582996,Chittagong,Bandarban,20,10,2018
2017-09-10,0.006538270099554211,0.011533914599567652,0.014995613135397434,0.020879670977592468,0.06838723421096743,0.014995613,0.01979981,0.018097866,0.0033666156,0.29794526,Chittagong,Bandarban,10,9,2017
2017-12-31,0.02572328010573983,0.03879334684461355,0.04599376954138279,0.05467591527849436,0.0865346523001789,0.045993768,0.0483311,0.016167082,0.016226444,0.29593515,Chittagong,Bandarban,31,12,2017
2017-08-09,0.006231206352822483,0.010242237476631999,0.013546484056860209,0.020102875772863626,0.08006338309496637,0.013546484,0.019804548,0.020729875,0.0030814693,0.33940822,Chittagong,Bandarban,9,8,2017
2017-07-08,0.00529949365882203,0.009080782067030668,0.012282344978302717,0.017419213894754648,0.05038961386308065,0.012282345,0.01566826,0.013242891,0.0027677773,0.22042038,Chittagong,Bandarban,8,7,2017
2018-05-13,0.020591267151758075,0.04200034216046333,0.06392182409763336,0.09060665033757687,0.16047898568212984,0.063921824,0.07074317,0.0385744,0.008734201,0.5227503,Chittagong,Bandarban,13,5,2018
2019-11-13,0.008435521973297,0.015067846747115254,0.02013484761118889,0.02704082429409027,0.06796868275851002,0.020134848,0.023893313,0.016835447,0.0043491186,0.28797722,Chittagong,Bandarban,13,11,2019
2018-08-17,0.006104804773349315,0.011755208019167185,0.016476173885166645,0.023596938233822584,0.07358943261206138,0.016476173,0.021495262,0.019005626,0.0019831304,0.3532547,Chittagong,Bandarban,17,8,2018
2019-01-05,0.046662437822669746,0.06700245290994644,0.07726668938994408,0.08887246996164322,0.12583097666501974,0.07726669,0.07943151,0.02004763,0.024294011,0.3136644,Chittagong,Bandarban,5,1,2019
2018-09-10,0.010055430908687412,0.016067656222730875,0.020612098276615143,0.02712018135935068,0.07438648939132646,0.020612098,0.025027562,0.01801562,0.00574751,0.25102645,Chittagong,Bandarban,10,9,2018
2018-11-05,0.006632522318977862,0.012108031893149018,0.01626463048160076,0.021887111943215132,0.05502473972737774,0.01626463,0.019272238,0.014085371,0.003474319,0.26411483,Chittagong,Bandarban,5,11,2018
2018-10-04,0.007802583288867027,0.012881016358733177,0.01704678311944008,0.022734584752470255,0.0669298121705648,0.017046783,0.020971784,0.01723631,0.0044400017,0.25426772,Chittagong,Bandarban,4,10,2018
2018-08-01,0.006104744202457368,0.011840162798762321,0.0164693770930171,0.024034203961491585,0.07421920895576475,0.016469378,0.021498315,0.018140763,0.0022634778,0.18861891,Chittagong,Bandarban,1,8,2018
2017-11-05,0.007847615238279104,0.012742392718791962,0.01653654221445322,0.02185505675151944,0.058938951324671356,0.016536541,0.01993961,0.01591856,0.004165475,0.27777943,Chittagong,Bandarban,5,11,2017
